ID,Age,Education,Marital_Status,Income,Spending,Dt_Customer,Recency,Date_of_Last_Purchase,Customer_Tenure,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster_x,Cluster_y
10473,58,Postgraduate,Alone,78028,528,10-09-2012,38,27-08-2014,23.86666667,Has child,1 child,158,19,288,25,0,38,Stars,Stars
7962,27,Postgraduate,Alone,95169,1901,09-10-2013,1,03-10-2014,11.96666667,No child,No child,1285,21,449,106,20,20,High Potential,High Potential
9984,33,Undergraduate,In couple,56337,724,27-03-2013,25,09-09-2014,17.7,Has child,2 children,349,16,144,28,5,182,Stars,Stars
5527,27,Postgraduate,In couple,22434,58,13-02-2013,25,09-09-2014,19.1,Has child,1 child,4,12,11,3,13,15,Leaky Bucket,Leaky Bucket
6374,60,Postgraduate,In couple,36930,297,17-05-2013,50,15-08-2014,15.16666667,Has child,1 child,223,2,31,0,2,39,Leaky Bucket,Leaky Bucket
7453,60,Postgraduate,Alone,36130,488,02-02-2013,46,19-08-2014,18.76666667,Has child,1 child,157,43,127,68,56,37,Leaky Bucket,Leaky Bucket
8952,61,Postgraduate,In couple,65569,859,05-11-2012,96,30-06-2014,20.06666667,Has child,1 child,397,46,288,20,38,70,Stars,Stars
241,62,Postgraduate,In couple,83844,1574,12-05-2013,57,08-08-2014,15.1,No child,No child,901,31,345,75,31,191,Stars,Stars
8975,46,Postgraduate,In couple,19514,69,26-01-2014,47,18-08-2014,6.8,Has child,2 children,14,3,21,2,1,28,Need Attention,Need Attention
6119,51,Postgraduate,Alone,36736,17,10-05-2013,52,13-08-2014,15.33333333,Has child,2 children,10,0,3,0,0,4,Leaky Bucket,Leaky Bucket
5236,35,Postgraduate,In couple,77568,2194,25-08-2012,30,04-09-2014,24.66666667,Has child,1 child,1230,0,396,232,178,158,Stars,Stars
5723,38,Postgraduate,In couple,49187,116,11-01-2014,63,02-08-2014,6.766666667,Has child,1 child,81,1,31,2,1,0,Need Attention,Need Attention
1710,36,Postgraduate,Alone,30168,279,07-03-2013,51,14-08-2014,17.5,Has child,1 child,154,20,66,0,12,27,Leaky Bucket,Leaky Bucket
1970,46,Postgraduate,In couple,34053,103,10-09-2012,14,20-09-2014,24.66666667,Has child,1 child,63,0,21,7,0,12,Leaky Bucket,Leaky Bucket
5313,43,Postgraduate,In couple,38196,44,18-04-2014,20,14-09-2014,4.966666667,Has child,2 children,30,0,11,0,0,3,Need Attention,Need Attention
10634,63,Postgraduate,In couple,59412,406,19-04-2014,56,09-08-2014,3.733333333,No child,No child,90,67,165,30,43,11,High Potential,High Potential
7010,49,Undergraduate,In couple,70924,1363,07-04-2014,41,24-08-2014,4.633333333,No child,No child,635,114,254,132,152,76,High Potential,High Potential
8562,45,Postgraduate,In couple,54165,236,28-05-2013,72,24-07-2014,14.06666667,No child,No child,127,4,73,15,6,11,Leaky Bucket,Leaky Bucket
3158,41,Postgraduate,In couple,32300,39,03-01-2013,1,03-10-2014,21.26666667,Has child,1 child,13,3,6,6,5,6,Leaky Bucket,Leaky Bucket
4436,38,Postgraduate,Alone,20180,137,20-02-2013,27,07-09-2014,18.8,No child,No child,18,42,24,15,20,18,Leaky Bucket,Leaky Bucket
5287,41,Postgraduate,In couple,34961,79,19-06-2014,77,19-07-2014,1,Has child,1 child,45,2,26,4,1,1,Need Attention,Need Attention
2445,40,Postgraduate,In couple,28440,63,07-07-2013,87,09-07-2014,12.23333333,Has child,1 child,38,1,24,0,0,0,Need Attention,Need Attention
6059,61,Postgraduate,In couple,64504,1314,04-03-2013,81,15-07-2014,16.6,Has child,3 children,986,36,168,16,0,108,Stars,Stars
4550,48,Postgraduate,In couple,33564,71,24-06-2014,51,14-08-2014,1.7,Has child,1 child,61,0,3,0,0,7,Need Attention,Need Attention
4240,36,Postgraduate,In couple,17345,58,03-11-2012,79,17-07-2014,20.7,Has child,1 child,4,9,16,17,0,12,Leaky Bucket,Leaky Bucket
8911,47,Postgraduate,In couple,56320,702,08-04-2013,11,23-09-2014,17.76666667,Has child,1 child,201,53,172,116,77,83,Stars,Stars
3706,36,Postgraduate,Alone,28647,94,21-08-2013,54,11-08-2014,11.83333333,Has child,1 child,19,8,29,0,12,26,Need Attention,Need Attention
3628,27,Undergraduate,Alone,15038,80,29-01-2013,93,03-07-2014,17.33333333,Has child,1 child,4,8,11,19,12,26,Leaky Bucket,Leaky Bucket
10175,56,Postgraduate,Alone,32173,22,01-08-2013,0,04-10-2014,14.3,Has child,1 child,18,0,2,0,0,2,Leaky Bucket,Leaky Bucket
8985,50,Undergraduate,In couple,68316,1211,04-11-2012,54,11-08-2014,21.5,Has child,1 child,806,80,161,120,11,33,Stars,Stars
5204,43,Postgraduate,In couple,74538,1461,29-06-2013,21,13-09-2014,14.7,No child,No child,380,98,733,110,112,28,Stars,Stars
9220,43,Postgraduate,Alone,91700,1968,17-01-2013,58,07-08-2014,18.9,No child,No child,576,172,961,125,115,19,Stars,Stars
9888,45,Postgraduate,In couple,68695,1091,25-06-2014,3,01-10-2014,3.266666667,No child,No child,458,81,356,106,50,40,High Potential,High Potential
5263,37,Undergraduate,In couple,31056,55,22-01-2013,99,27-06-2014,17.36666667,Has child,1 child,5,10,13,3,8,16,Leaky Bucket,Leaky Bucket
1020,41,Postgraduate,In couple,79593,1366,12-05-2014,70,26-07-2014,2.5,No child,No child,350,60,568,110,133,145,High Potential,High Potential
9503,34,Postgraduate,Alone,28071,313,29-08-2012,65,31-07-2014,23.36666667,No child,No child,39,33,130,41,26,44,Leaky Bucket,Leaky Bucket
10613,56,Postgraduate,In couple,37334,62,26-02-2014,44,21-08-2014,5.866666667,Has child,2 children,26,1,16,2,2,15,Need Attention,Need Attention
67,42,Postgraduate,Alone,46423,92,18-09-2013,6,28-09-2014,12.5,Has child,2 children,68,0,16,0,0,8,Need Attention,Need Attention
6019,43,Postgraduate,In couple,37126,72,30-03-2014,9,25-09-2014,5.966666667,Has child,1 child,45,3,9,4,4,7,Need Attention,Need Attention
5863,61,Postgraduate,In couple,47703,655,29-05-2013,95,01-07-2014,13.26666667,Has child,1 child,359,0,134,13,26,123,Leaky Bucket,Leaky Bucket
3717,55,Postgraduate,In couple,61180,704,23-04-2014,70,26-07-2014,3.133333333,Has child,1 child,403,24,29,6,24,218,High Potential,High Potential
6730,60,Postgraduate,In couple,38998,54,03-11-2012,92,04-07-2014,20.26666667,Has child,2 children,34,1,14,0,0,5,Leaky Bucket,Leaky Bucket
10749,23,Postgraduate,Alone,8028,178,18-09-2012,62,03-08-2014,22.8,No child,No child,73,18,66,7,12,2,Leaky Bucket,Leaky Bucket
4998,52,Postgraduate,In couple,76081,1033,23-05-2014,85,11-07-2014,1.633333333,No child,No child,292,30,415,63,33,200,High Potential,High Potential
6287,28,Postgraduate,In couple,34728,36,30-07-2013,2,02-10-2014,14.3,Has child,1 child,14,0,16,0,0,6,Leaky Bucket,Leaky Bucket
5985,49,Postgraduate,Alone,33168,122,13-10-2012,0,04-10-2014,24.03333333,Has child,1 child,80,1,37,0,1,3,Leaky Bucket,Leaky Bucket
4754,48,Postgraduate,In couple,33585,122,25-09-2013,91,05-07-2014,9.433333333,Has child,1 child,30,11,33,13,6,29,Need Attention,Need Attention
4002,54,Postgraduate,In couple,77037,1123,13-10-2013,3,01-10-2014,11.76666667,Has child,1 child,463,96,333,168,53,10,High Potential,High Potential
8870,30,Postgraduate,In couple,35196,497,13-11-2012,68,28-07-2014,20.73333333,Has child,1 child,75,12,141,43,39,187,Leaky Bucket,Leaky Bucket
966,48,Postgraduate,In couple,44529,691,05-07-2013,98,28-06-2014,11.93333333,Has child,1 child,538,13,91,17,6,26,Need Attention,Need Attention
4767,49,Undergraduate,In couple,70924,1363,07-04-2014,41,24-08-2014,4.633333333,No child,No child,635,114,254,132,152,76,High Potential,High Potential
9725,48,Postgraduate,In couple,28764,12,05-06-2014,16,18-09-2014,3.5,Has child,2 children,8,0,3,0,0,1,Need Attention,Need Attention
4475,65,Postgraduate,In couple,69098,2440,16-02-2013,82,14-07-2014,17.1,No child,No child,1315,22,780,145,0,178,Stars,Stars
5740,44,Undergraduate,Alone,25959,56,14-02-2013,1,03-10-2014,19.86666667,Has child,2 children,4,2,12,7,5,26,Leaky Bucket,Leaky Bucket
5731,31,Postgraduate,In couple,27100,37,05-04-2013,64,01-08-2014,16.1,Has child,1 child,12,0,13,2,0,10,Leaky Bucket,Leaky Bucket
7290,29,Postgraduate,Alone,70596,968,05-10-2012,68,28-07-2014,22.03333333,No child,No child,347,44,534,17,0,26,Stars,Stars
3846,40,Postgraduate,In couple,42557,270,29-08-2012,98,28-06-2014,22.26666667,Has child,1 child,192,5,53,0,5,15,Leaky Bucket,Leaky Bucket
8104,63,Postgraduate,In couple,53312,278,09-08-2013,32,02-09-2014,12.96666667,No child,No child,241,0,12,0,0,25,Need Attention,Need Attention
4507,62,Postgraduate,Alone,72228,1250,27-11-2012,87,09-07-2014,19.63333333,No child,No child,631,28,491,30,14,56,Stars,Stars
11013,27,Postgraduate,In couple,67605,938,31-03-2013,84,12-07-2014,15.6,No child,No child,336,28,282,184,54,54,Stars,Stars
4491,65,Postgraduate,In couple,62845,1178,01-10-2012,3,01-10-2014,24.33333333,Has child,2 children,1099,0,45,0,0,34,Stars,Stars
3759,56,Postgraduate,In couple,65196,1155,25-07-2013,34,31-08-2014,13.4,Has child,2 children,743,19,181,12,0,200,Stars,Stars
1162,27,Postgraduate,Alone,42000,653,10-01-2013,23,11-09-2014,20.3,No child,No child,124,83,267,85,59,35,Leaky Bucket,Leaky Bucket
2055,41,Postgraduate,Alone,35860,49,19-05-2014,37,28-08-2014,3.366666667,Has child,2 children,15,0,8,4,2,20,Need Attention,Need Attention
10766,50,Postgraduate,In couple,65526,506,11-04-2014,22,12-09-2014,5.133333333,Has child,1 child,397,19,69,12,0,9,High Potential,High Potential
4415,53,Postgraduate,In couple,16860,38,12-09-2012,19,15-09-2014,24.43333333,Has child,2 children,10,4,4,3,3,14,Leaky Bucket,Leaky Bucket
3005,22,Postgraduate,Alone,83528,1650,01-05-2014,7,27-09-2014,4.966666667,No child,No child,530,117,678,134,44,147,High Potential,High Potential
2223,49,Undergraduate,Alone,64176,1826,03-08-2012,52,13-08-2014,24.66666667,Has child,1 child,1215,33,249,64,116,149,Stars,Stars
4817,58,Postgraduate,Alone,22304,18,04-08-2012,91,05-07-2014,23.33333333,No child,No child,3,2,7,0,4,2,Leaky Bucket,Leaky Bucket
2875,36,Postgraduate,In couple,67023,906,04-03-2014,93,03-07-2014,4.033333333,No child,No child,444,44,382,11,8,17,High Potential,High Potential
10536,43,Postgraduate,In couple,32892,46,25-05-2014,78,18-07-2014,1.8,Has child,1 child,26,0,15,2,1,2,Need Attention,Need Attention
11112,48,Postgraduate,In couple,70713,1477,03-12-2012,23,11-09-2014,21.56666667,Has child,1 child,736,114,279,82,76,190,Stars,Stars
3807,59,Postgraduate,In couple,59925,766,30-11-2012,83,13-07-2014,19.66666667,Has child,1 child,473,21,176,19,21,56,Stars,Stars
9197,61,Postgraduate,In couple,39722,47,24-02-2014,92,04-07-2014,4.333333333,Has child,1 child,32,0,5,2,0,8,Need Attention,Need Attention
10832,56,Postgraduate,In couple,46610,467,18-07-2013,4,30-09-2014,14.63333333,No child,No child,288,10,30,4,10,125,Leaky Bucket,Leaky Bucket
6421,53,Postgraduate,In couple,88347,2116,03-07-2013,32,02-09-2014,14.2,No child,No child,1050,178,555,77,138,118,Stars,Stars
4207,33,Postgraduate,In couple,87171,1298,01-05-2013,27,07-09-2014,16.46666667,No child,No child,1001,44,107,58,44,44,Stars,Stars
577,38,Undergraduate,In couple,26907,22,20-08-2013,10,24-09-2014,13.33333333,Has child,2 children,9,1,7,0,3,2,Leaky Bucket,Leaky Bucket
10855,46,Postgraduate,Alone,50014,396,22-01-2014,9,25-09-2014,8.2,Has child,1 child,234,14,77,19,10,42,Need Attention,Need Attention
3081,36,Postgraduate,In couple,41014,20,22-04-2013,65,31-07-2014,15.5,Has child,1 child,7,2,6,2,0,3,Leaky Bucket,Leaky Bucket
3535,49,Postgraduate,Alone,66294,967,17-03-2014,68,28-07-2014,4.433333333,No child,No child,251,108,334,65,92,117,High Potential,High Potential
247,43,Postgraduate,In couple,36715,357,17-11-2012,16,18-09-2014,22.33333333,Has child,1 child,172,10,125,21,13,16,Leaky Bucket,Leaky Bucket
8707,58,Postgraduate,In couple,79456,1401,22-08-2012,12,22-09-2014,25.36666667,No child,No child,565,42,548,64,83,99,Stars,Stars
9523,32,Postgraduate,In couple,40479,15,17-08-2013,95,01-07-2014,10.6,Has child,1 child,5,0,8,2,0,0,Need Attention,Need Attention
6072,44,Postgraduate,Alone,75345,2087,02-02-2013,16,18-09-2014,19.76666667,No child,No child,918,57,842,99,38,133,Stars,Stars
6295,37,Postgraduate,In couple,54233,981,04-02-2013,46,19-08-2014,18.7,Has child,1 child,652,8,158,21,0,142,Stars,Stars
10914,44,Postgraduate,Alone,24163,17,12-10-2013,3,01-10-2014,11.8,Has child,2 children,4,1,7,2,1,2,Need Attention,Need Attention
1509,56,Postgraduate,In couple,84460,523,04-01-2013,80,16-07-2014,18.6,No child,No child,152,27,103,106,54,81,Stars,Stars
5577,31,Postgraduate,In couple,43776,23,03-05-2014,77,19-07-2014,2.566666667,Has child,1 child,8,0,9,2,1,3,Need Attention,Need Attention
7348,56,Postgraduate,Alone,71691,1192,17-03-2014,0,04-10-2014,6.7,No child,No child,336,130,411,240,32,43,High Potential,High Potential
1127,41,Postgraduate,In couple,85844,1958,29-05-2014,62,03-08-2014,2.2,No child,No child,938,19,843,25,95,38,High Potential,High Potential
1833,40,Postgraduate,Alone,39190,133,26-04-2014,91,05-07-2014,2.333333333,Has child,1 child,68,8,18,19,8,12,Need Attention,Need Attention
4944,55,Postgraduate,In couple,71367,777,23-08-2013,24,10-09-2014,12.76666667,No child,No child,227,23,389,42,21,75,High Potential,High Potential
9080,42,Postgraduate,Alone,38578,73,22-06-2013,2,02-10-2014,15.56666667,Has child,2 children,38,4,22,3,3,3,Leaky Bucket,Leaky Bucket
6466,49,Postgraduate,In couple,57236,121,12-03-2014,22,12-09-2014,6.133333333,Has child,2 children,105,0,9,2,1,4,Need Attention,Need Attention
9964,35,Postgraduate,Alone,61825,424,07-08-2013,56,09-08-2014,12.23333333,Has child,1 child,162,50,100,55,30,27,High Potential,High Potential
4790,56,Postgraduate,Alone,79803,868,02-06-2014,54,11-08-2014,2.333333333,Has child,1 child,574,8,216,21,16,33,High Potential,High Potential
10245,28,Undergraduate,Alone,80910,756,31-10-2012,71,25-07-2014,21.06666667,No child,No child,160,80,369,67,39,41,Stars,Stars
1109,32,Postgraduate,In couple,27590,12,23-04-2013,38,27-08-2014,16.36666667,Has child,1 child,6,0,5,0,0,1,Leaky Bucket,Leaky Bucket
6001,35,Postgraduate,In couple,56775,937,02-01-2013,62,03-08-2014,19.26666667,Has child,1 child,614,35,160,58,35,35,Stars,Stars
5538,39,Postgraduate,Alone,83829,1862,08-10-2013,78,18-07-2014,9.433333333,No child,No child,897,161,430,186,161,27,High Potential,High Potential
10552,35,Undergraduate,In couple,54210,367,20-05-2013,18,16-09-2014,16.13333333,Has child,1 child,70,54,109,80,9,45,Leaky Bucket,Leaky Bucket
1545,28,Postgraduate,In couple,38508,443,02-08-2013,95,01-07-2014,11.1,Has child,1 child,120,19,206,25,19,54,Need Attention,Need Attention
7409,44,Postgraduate,In couple,53187,267,26-10-2013,66,30-07-2014,9.233333333,Has child,1 child,211,2,30,7,7,10,Need Attention,Need Attention
4444,42,Postgraduate,In couple,30023,61,24-03-2014,28,06-09-2014,5.533333333,Has child,1 child,11,0,16,7,6,21,Need Attention,Need Attention
146,54,Postgraduate,Alone,76045,1323,15-11-2013,78,18-07-2014,8.166666667,No child,No child,760,53,400,17,93,0,High Potential,High Potential
6271,62,Postgraduate,In couple,50870,63,19-06-2014,13,21-09-2014,3.133333333,Has child,1 child,53,0,8,0,0,2,Need Attention,Need Attention
10065,44,Undergraduate,In couple,15315,64,03-08-2013,27,07-09-2014,13.33333333,No child,No child,7,4,13,15,8,17,Leaky Bucket,Leaky Bucket
4741,40,Undergraduate,In couple,65463,562,30-01-2014,17,17-09-2014,7.666666667,Has child,1 child,391,32,70,21,32,16,High Potential,High Potential
246,49,Postgraduate,In couple,66480,312,31-05-2014,71,25-07-2014,1.833333333,Has child,2 children,199,9,57,20,21,6,High Potential,High Potential
375,60,Postgraduate,Alone,76773,1156,25-02-2013,79,17-07-2014,16.9,No child,No child,516,56,449,86,33,16,Stars,Stars
1524,31,Undergraduate,Alone,81698,1104,01-03-2013,1,03-10-2014,19.36666667,No child,No child,709,45,115,30,160,45,Stars,Stars
10022,41,Postgraduate,Alone,54466,16,09-02-2014,78,18-07-2014,5.3,Has child,2 children,12,0,4,0,0,0,Need Attention,Need Attention
7451,54,Postgraduate,Alone,98777,2008,17-02-2014,23,11-09-2014,6.866666667,No child,No child,1000,19,711,125,115,38,High Potential,High Potential
11010,30,Postgraduate,Alone,16269,44,30-08-2013,75,21-07-2014,10.83333333,Has child,1 child,19,3,18,3,1,0,Need Attention,Need Attention
4356,43,Postgraduate,In couple,71819,1574,28-08-2013,70,26-07-2014,11.06666667,Has child,1 child,1224,28,140,0,14,168,High Potential,High Potential
3885,31,Postgraduate,In couple,33569,63,16-10-2013,10,24-09-2014,11.43333333,Has child,1 child,16,2,18,3,0,24,Need Attention,Need Attention
1175,31,Postgraduate,In couple,36262,426,20-09-2013,24,10-09-2014,11.83333333,No child,No child,88,39,54,64,28,153,Need Attention,Need Attention
880,48,Undergraduate,In couple,22634,96,16-01-2013,47,18-08-2014,19.3,No child,No child,2,23,11,8,6,46,Leaky Bucket,Leaky Bucket
2320,36,Undergraduate,In couple,47025,635,12-09-2013,98,28-06-2014,9.633333333,Has child,1 child,508,11,59,23,5,29,Need Attention,Need Attention
850,46,Postgraduate,Alone,70566,757,06-10-2013,4,30-09-2014,11.96666667,Has child,1 child,381,28,215,84,28,21,High Potential,High Potential
4713,35,Postgraduate,In couple,31605,125,22-11-2012,15,19-09-2014,22.2,Has child,1 child,74,0,42,2,1,6,Leaky Bucket,Leaky Bucket
675,41,Postgraduate,Alone,52034,332,17-05-2013,67,29-07-2014,14.6,Has child,2 children,146,0,93,7,13,73,Leaky Bucket,Leaky Bucket
5025,35,Postgraduate,Alone,48526,135,24-12-2013,32,02-09-2014,8.4,Has child,1 child,23,17,23,43,20,9,Need Attention,Need Attention
2308,60,Postgraduate,In couple,46734,330,18-11-2012,40,25-08-2014,21.5,Has child,1 child,110,5,137,26,23,29,Leaky Bucket,Leaky Bucket
5995,52,Postgraduate,Alone,39552,384,18-12-2012,54,11-08-2014,20.03333333,Has child,2 children,165,3,147,4,24,41,Leaky Bucket,Leaky Bucket
6749,48,Postgraduate,Alone,86358,1722,08-08-2012,78,18-07-2014,23.63333333,Has child,2 children,957,47,494,82,47,95,Stars,Stars
1010,37,Postgraduate,In couple,46931,78,24-04-2014,94,02-07-2014,2.3,Has child,3 children,41,0,17,3,1,16,Need Attention,Need Attention
8977,29,Undergraduate,Alone,16581,24,12-01-2013,51,14-08-2014,19.3,No child,No child,1,3,4,2,3,11,Leaky Bucket,Leaky Bucket
4756,62,Undergraduate,Alone,63998,1168,20-12-2013,42,23-08-2014,8.2,No child,No child,176,29,818,0,33,112,High Potential,High Potential
3412,63,Postgraduate,In couple,67381,957,15-01-2013,67,29-07-2014,18.66666667,Has child,1 child,815,8,53,11,0,70,Stars,Stars
606,47,Postgraduate,Alone,25930,15,10-10-2013,87,09-07-2014,9.066666667,Has child,2 children,6,1,2,2,0,4,Need Attention,Need Attention
5961,36,Postgraduate,In couple,42693,57,07-06-2014,29,05-09-2014,3,Has child,1 child,8,4,20,6,3,16,Need Attention,Need Attention
2975,38,Postgraduate,In couple,85606,1956,12-11-2012,89,07-07-2014,20.06666667,Has child,1 child,717,42,864,219,30,84,Stars,Stars
2894,29,Postgraduate,Alone,72903,2013,29-10-2013,74,22-07-2014,8.866666667,No child,No child,1067,138,750,0,19,39,High Potential,High Potential
7613,40,Undergraduate,In couple,49669,326,24-05-2014,97,29-06-2014,1.2,Has child,1 child,166,5,107,11,8,29,Need Attention,Need Attention
10542,46,Postgraduate,In couple,36778,77,05-08-2012,63,02-08-2014,24.23333333,Has child,2 children,29,4,34,2,4,4,Leaky Bucket,Leaky Bucket
8015,52,Postgraduate,Alone,85696,1313,03-05-2013,88,08-07-2014,14.36666667,No child,No child,714,76,395,116,0,12,Stars,Stars
10617,25,Postgraduate,Alone,10979,30,22-05-2014,34,31-08-2014,3.366666667,No child,No child,8,4,10,2,2,4,Need Attention,Need Attention
11166,53,Postgraduate,In couple,49678,315,02-02-2013,81,15-07-2014,17.6,Has child,1 child,229,5,56,3,2,20,Leaky Bucket,Leaky Bucket
849,61,Postgraduate,In couple,56129,660,20-06-2013,65,31-07-2014,13.53333333,Has child,1 child,320,48,133,39,72,48,Stars,Stars
523,25,Postgraduate,In couple,37155,74,31-01-2013,51,14-08-2014,18.66666667,Has child,1 child,23,0,26,7,15,3,Leaky Bucket,Leaky Bucket
4066,36,Undergraduate,Alone,21282,46,11-05-2014,76,20-07-2014,2.333333333,Has child,1 child,1,5,8,4,8,20,Need Attention,Need Attention
8414,52,Postgraduate,Alone,33419,86,17-08-2013,76,20-07-2014,11.23333333,Has child,1 child,56,0,12,0,0,18,Need Attention,Need Attention
819,69,Postgraduate,Alone,63285,1103,05-11-2013,84,12-07-2014,8.3,No child,No child,508,124,249,50,38,134,High Potential,High Potential
4961,40,Postgraduate,In couple,21255,61,21-01-2014,56,09-08-2014,6.666666667,Has child,1 child,29,0,25,2,2,3,Need Attention,Need Attention
749,33,Postgraduate,In couple,42162,145,19-11-2013,31,03-09-2014,9.6,Has child,1 child,46,7,59,2,4,27,Need Attention,Need Attention
5430,58,Postgraduate,In couple,54450,684,14-09-2012,0,04-10-2014,25,Has child,2 children,454,0,171,8,19,32,Stars,Stars
7755,60,Postgraduate,In couple,57744,411,12-11-2013,91,05-07-2014,7.833333333,Has child,1 child,350,3,39,0,0,19,Need Attention,Need Attention
10525,28,Postgraduate,Alone,26576,27,13-10-2012,40,25-08-2014,22.7,Has child,1 child,10,0,8,0,0,9,Leaky Bucket,Leaky Bucket
1453,71,Postgraduate,Alone,57513,1060,06-07-2013,59,06-08-2014,13.2,No child,No child,735,40,183,52,20,30,Stars,Stars
8310,50,Postgraduate,In couple,68142,1459,29-08-2012,96,30-06-2014,22.33333333,Has child,1 child,897,126,196,91,112,37,Stars,Stars
10710,35,Postgraduate,In couple,7500,18,29-08-2012,61,04-08-2014,23.5,Has child,1 child,5,2,3,3,0,5,Leaky Bucket,Leaky Bucket
5031,40,Postgraduate,In couple,83145,1833,22-09-2012,14,20-09-2014,24.26666667,No child,No child,777,35,731,39,137,114,Stars,Stars
2613,54,Postgraduate,In couple,54197,237,03-04-2014,16,18-09-2014,5.6,Has child,1 child,162,6,37,6,13,13,Need Attention,Need Attention
213,51,Postgraduate,Alone,23091,48,28-05-2014,98,28-06-2014,1.033333333,Has child,2 children,35,0,11,0,0,2,Need Attention,Need Attention
967,38,Postgraduate,In couple,46049,515,21-07-2013,11,23-09-2014,14.3,Has child,2 children,342,9,112,19,14,19,Leaky Bucket,Leaky Bucket
1077,40,Postgraduate,In couple,56715,1020,05-12-2012,52,13-08-2014,20.53333333,No child,No child,258,105,239,237,172,9,Stars,Stars
7959,53,Postgraduate,In couple,79410,1370,29-05-2014,19,15-09-2014,3.633333333,No child,No child,658,80,483,123,13,13,High Potential,High Potential
640,63,Postgraduate,In couple,57304,1026,11-03-2013,61,04-08-2014,17.03333333,Has child,1 child,356,80,329,138,17,106,Stars,Stars
4252,49,Postgraduate,In couple,44375,301,23-03-2014,73,23-07-2014,4.066666667,Has child,1 child,213,5,28,7,7,41,Need Attention,Need Attention
8432,58,Postgraduate,In couple,54450,684,14-09-2012,0,04-10-2014,25,Has child,2 children,454,0,171,8,19,32,Stars,Stars
6218,49,Postgraduate,In couple,59594,499,20-10-2012,74,22-07-2014,21.33333333,Has child,1 child,457,4,29,0,0,9,Stars,Stars
6905,20,Postgraduate,In couple,80685,1004,22-08-2012,55,10-08-2014,23.93333333,No child,No child,241,45,604,34,26,54,Stars,Stars
5922,40,Postgraduate,In couple,40344,218,13-10-2013,48,17-08-2014,10.26666667,Has child,1 child,210,0,6,0,0,2,Need Attention,Need Attention
3598,42,Postgraduate,In couple,62710,606,23-05-2013,53,12-08-2014,14.86666667,Has child,1 child,441,35,83,7,29,11,Stars,Stars
6116,46,Undergraduate,In couple,48985,75,05-07-2013,13,21-09-2014,14.76666667,Has child,1 child,19,13,18,10,7,8,Leaky Bucket,Leaky Bucket
6263,46,Postgraduate,In couple,35322,106,22-08-2012,34,31-08-2014,24.63333333,Has child,3 children,28,9,37,12,7,13,Leaky Bucket,Leaky Bucket
10486,66,Postgraduate,In couple,77142,990,29-05-2013,54,11-08-2014,14.63333333,No child,No child,476,75,162,29,151,97,Stars,Stars
2410,45,Postgraduate,Alone,81657,1097,22-01-2014,69,27-07-2014,6.2,No child,No child,364,40,425,158,60,50,High Potential,High Potential
193,18,Undergraduate,In couple,14421,16,17-02-2014,81,15-07-2014,4.933333333,No child,No child,0,0,2,3,3,8,Need Attention,Need Attention
3363,40,Undergraduate,In couple,20130,34,17-03-2014,99,27-06-2014,3.4,No child,No child,0,6,3,7,6,12,Need Attention,Need Attention
8278,24,Postgraduate,In couple,74214,1711,26-08-2012,3,01-10-2014,25.53333333,No child,No child,863,83,547,86,99,33,Stars,Stars
10660,57,Postgraduate,In couple,66726,438,12-01-2014,61,04-08-2014,6.8,Has child,2 children,349,7,35,0,0,47,High Potential,High Potential
8686,35,Undergraduate,In couple,23724,75,08-01-2013,65,31-07-2014,18.96666667,Has child,1 child,5,23,15,0,18,14,Leaky Bucket,Leaky Bucket
1604,54,Postgraduate,In couple,47353,225,13-11-2013,93,03-07-2014,7.733333333,Has child,1 child,184,2,19,8,8,4,Need Attention,Need Attention
5907,62,Postgraduate,In couple,33444,18,03-11-2012,24,10-09-2014,22.53333333,Has child,2 children,8,0,8,0,0,2,Leaky Bucket,Leaky Bucket
10669,33,Postgraduate,In couple,54386,470,17-05-2013,8,26-09-2014,16.56666667,Has child,1 child,277,21,64,62,21,25,Leaky Bucket,Leaky Bucket
2918,33,Postgraduate,Alone,28510,91,13-04-2013,72,24-07-2014,15.56666667,Has child,2 children,44,5,19,0,4,19,Leaky Bucket,Leaky Bucket
5735,23,Postgraduate,Alone,90638,2525,13-02-2014,29,05-09-2014,6.8,No child,No child,1156,120,915,94,144,96,High Potential,High Potential
359,64,Postgraduate,In couple,48070,504,13-01-2013,33,01-09-2014,19.86666667,Has child,1 child,373,14,83,6,9,19,Leaky Bucket,Leaky Bucket
8387,57,Postgraduate,In couple,43140,235,05-01-2013,68,28-07-2014,18.96666667,Has child,1 child,134,8,76,6,0,11,Leaky Bucket,Leaky Bucket
1829,53,Postgraduate,Alone,54959,1232,19-01-2013,55,10-08-2014,18.93333333,Has child,1 child,1148,0,60,0,0,24,Stars,Stars
3839,56,Undergraduate,Alone,15056,88,03-05-2013,76,20-07-2014,14.76666667,Has child,2 children,6,12,3,21,6,40,Leaky Bucket,Leaky Bucket
9392,43,Postgraduate,Alone,26954,17,08-05-2014,17,17-09-2014,4.4,Has child,1 child,4,1,11,0,0,1,Need Attention,Need Attention
2292,29,Postgraduate,Alone,22327,24,02-08-2013,94,02-07-2014,11.13333333,Has child,1 child,5,4,8,2,0,5,Need Attention,Need Attention
10466,49,Postgraduate,In couple,44393,60,22-08-2013,86,10-07-2014,10.73333333,Has child,2 children,24,2,20,2,2,10,Need Attention,Need Attention
